time_ms,node_id,role,type,ecef_x,ecef_y,ecef_z,ip,heading_deg,battery_pct
122600,UAV_01,RELAY,UAV,-1337569.0,5364533.8,3170500.0,10.0.0.2,77.6,87.7
122600,UAV_02,RELAY,UAV,-1337252.9,5364989.6,3169866.5,10.0.0.3,113.7,87.7
122600,UAV_03,RELAY,UAV,-1337096.0,5363896.0,3171770.1,10.0.0.4,259.3,87.7
122600,UAV_04,RELAY,UAV,-1336951.8,5365362.5,3169366.0,10.0.0.5,118.3,87.7
122600,UAV_05,RELAY,UAV,-1339212.4,5364545.9,3169791.1,10.0.0.6,31.3,87.7
122600,UAV_06,RELAY,UAV,-1335596.9,5364412.9,3171529.6,10.0.0.7,209.6,87.7
122600,UAV_07,CACHE,UAV,-1335552.7,5364235.9,3171845.7,10.0.0.8,217.8,87.7
122700,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
122700,UAV_01,RELAY,UAV,-1337570.4,5364533.3,3170500.3,10.0.0.2,77.6,87.7
122700,UAV_02,RELAY,UAV,-1337254.3,5364989.5,3169866.0,10.0.0.3,113.7,87.7
122700,UAV_03,RELAY,UAV,-1337094.6,5363896.5,3171769.9,10.0.0.4,259.3,87.7
122700,UAV_04,RELAY,UAV,-1336953.2,5365362.5,3169365.4,10.0.0.5,118.3,87.7
122700,UAV_05,RELAY,UAV,-1339213.0,5364545.1,3169792.2,10.0.0.6,31.3,87.7
122700,UAV_06,RELAY,UAV,-1335596.3,5364413.7,3171528.5,10.0.0.7,209.6,87.7
122700,UAV_07,CACHE,UAV,-1335552.0,5364236.6,3171844.6,10.0.0.8,217.8,87.7
122800,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
122800,UAV_01,RELAY,UAV,-1337571.8,5364532.8,3170500.6,10.0.0.2,76.2,87.7
122800,UAV_02,RELAY,UAV,-1337255.8,5364989.5,3169865.5,10.0.0.3,113.7,87.7
122800,UAV_03,RELAY,UAV,-1337093.2,5363897.0,3171769.7,10.0.0.4,259.3,87.7
122800,UAV_04,RELAY,UAV,-1336954.5,5365362.5,3169364.8,10.0.0.5,118.3,87.7
122800,UAV_05,RELAY,UAV,-1339213.6,5364544.3,3169793.3,10.0.0.6,31.3,87.7
122800,UAV_06,RELAY,UAV,-1335595.8,5364414.5,3171527.4,10.0.0.7,209.6,87.7
122800,UAV_07,CACHE,UAV,-1335551.2,5364237.4,3171843.6,10.0.0.8,217.8,87.7
122900,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
122900,UAV_01,RELAY,UAV,-1337573.2,5364532.3,3170500.9,10.0.0.2,76.2,87.7
122900,UAV_02,RELAY,UAV,-1337257.2,5364989.4,3169865.0,10.0.0.3,113.7,87.7
122900,UAV_03,RELAY,UAV,-1337091.8,5363897.5,3171769.4,10.0.0.4,259.3,87.7
122900,UAV_04,RELAY,UAV,-1336955.9,5365362.5,3169364.2,10.0.0.5,118.3,87.7
122900,UAV_05,RELAY,UAV,-1339214.2,5364543.5,3169794.4,10.0.0.6,31.3,87.7
122900,UAV_06,RELAY,UAV,-1335595.2,5364415.3,3171526.2,10.0.0.7,209.6,87.7
122900,UAV_07,CACHE,UAV,-1335550.5,5364238.2,3171842.6,10.0.0.8,217.8,87.7
123000,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
123000,UAV_01,RELAY,UAV,-1337574.5,5364531.7,3170501.2,10.0.0.2,74.8,87.7
123000,UAV_02,RELAY,UAV,-1337258.6,5364989.4,3169864.4,10.0.0.3,113.7,87.7
123000,UAV_03,RELAY,UAV,-1337090.4,5363898.0,3171769.2,10.0.0.4,259.3,87.7
123000,UAV_04,RELAY,UAV,-1336957.3,5365362.6,3169363.6,10.0.0.5,116.9,87.7
123000,UAV_05,RELAY,UAV,-1339214.8,5364542.7,3169795.5,10.0.0.6,31.3,87.7
123000,UAV_06,RELAY,UAV,-1335594.7,5364416.1,3171525.1,10.0.0.7,209.6,87.7
123000,UAV_07,CACHE,UAV,-1335549.7,5364239.0,3171841.5,10.0.0.8,217.8,87.7
123100,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
123100,UAV_01,RELAY,UAV,-1337575.9,5364531.2,3170501.6,10.0.0.2,74.8,87.7
123100,UAV_02,RELAY,UAV,-1337260.0,5364989.4,3169863.9,10.0.0.3,113.7,87.7
123100,UAV_03,RELAY,UAV,-1337089.0,5363898.5,3171768.9,10.0.0.4,259.3,87.7
123100,UAV_04,RELAY,UAV,-1336958.6,5365362.6,3169363.0,10.0.0.5,116.9,87.7
123100,UAV_05,RELAY,UAV,-1339215.4,5364541.9,3169796.6,10.0.0.6,31.3,87.7
123100,UAV_06,RELAY,UAV,-1335594.1,5364416.9,3171524.0,10.0.0.7,209.6,87.7
123100,UAV_07,CACHE,UAV,-1335549.0,5364239.8,3171840.5,10.0.0.8,217.8,87.7
123200,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
123200,UAV_01,RELAY,UAV,-1337577.2,5364530.7,3170501.9,10.0.0.2,74.8,87.7
123200,UAV_02,RELAY,UAV,-1337261.4,5364989.3,3169863.4,10.0.0.3,113.7,87.7
123200,UAV_03,RELAY,UAV,-1337087.6,5363899.0,3171768.7,10.0.0.4,257.9,87.7
123200,UAV_04,RELAY,UAV,-1336960.0,5365362.6,3169362.4,10.0.0.5,116.9,87.7
123200,UAV_05,RELAY,UAV,-1339216.0,5364541.1,3169797.7,10.0.0.6,31.3,87.7
123200,UAV_06,RELAY,UAV,-1335593.5,5364417.8,3171522.8,10.0.0.7,209.6,87.7
123200,UAV_07,CACHE,UAV,-1335548.2,5364240.6,3171839.5,10.0.0.8,217.8,87.7
123300,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
123300,UAV_01,RELAY,UAV,-1337578.6,5364530.1,3170502.3,10.0.0.2,73.4,87.7
123300,UAV_02,RELAY,UAV,-1337262.8,5364989.3,3169862.9,10.0.0.3,112.4,87.7
123300,UAV_03,RELAY,UAV,-1337086.3,5363899.5,3171768.4,10.0.0.4,257.9,87.7
123300,UAV_04,RELAY,UAV,-1336961.4,5365362.6,3169361.8,10.0.0.5,116.9,87.7
123300,UAV_05,RELAY,UAV,-1339216.6,5364540.2,3169798.8,10.0.0.6,29.9,87.7
123300,UAV_06,RELAY,UAV,-1335593.0,5364418.6,3171521.7,10.0.0.7,209.6,87.7
123300,UAV_07,CACHE,UAV,-1335547.5,5364241.4,3171838.5,10.0.0.8,217.8,87.7
123400,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
123400,UAV_01,RELAY,UAV,-1337579.9,5364529.5,3170502.6,10.0.0.2,73.4,87.7
123400,UAV_02,RELAY,UAV,-1337264.2,5364989.2,3169862.4,10.0.0.3,112.4,87.7
123400,UAV_03,RELAY,UAV,-1337084.9,5363900.0,3171768.1,10.0.0.4,257.9,87.7
123400,UAV_04,RELAY,UAV,-1336962.8,5365362.6,3169361.2,10.0.0.5,116.9,87.7
123400,UAV_05,RELAY,UAV,-1339217.2,5364539.4,3169800.0,10.0.0.6,29.9,87.7
123400,UAV_06,RELAY,UAV,-1335592.4,5364419.4,3171520.6,10.0.0.7,209.6,87.7
123400,UAV_07,CACHE,UAV,-1335546.7,5364242.2,3171837.4,10.0.0.8,217.8,87.7
123500,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
123500,UAV_01,RELAY,UAV,-1337581.3,5364529.0,3170503.0,10.0.0.2,72.1,87.7
123500,UAV_02,RELAY,UAV,-1337265.6,5364989.2,3169861.9,10.0.0.3,112.4,87.7
123500,UAV_03,RELAY,UAV,-1337083.5,5363900.5,3171767.8,10.0.0.4,257.9,87.7
123500,UAV_04,RELAY,UAV,-1336964.2,5365362.6,3169360.6,10.0.0.5,116.9,87.7
123500,UAV_05,RELAY,UAV,-1339217.8,5364538.6,3169801.1,10.0.0.6,29.9,87.7
123500,UAV_06,RELAY,UAV,-1335591.8,5364420.2,3171519.5,10.0.0.7,209.6,87.7
123500,UAV_07,CACHE,UAV,-1335546.0,5364243.0,3171836.4,10.0.0.8,217.8,87.7
123600,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
123600,UAV_01,RELAY,UAV,-1337582.6,5364528.4,3170503.4,10.0.0.2,72.1,87.6
123600,UAV_02,RELAY,UAV,-1337267.0,5364989.1,3169861.4,10.0.0.3,112.4,87.6
123600,UAV_03,RELAY,UAV,-1337082.1,5363901.0,3171767.6,10.0.0.4,257.9,87.6
123600,UAV_04,RELAY,UAV,-1336965.5,5365362.6,3169360.1,10.0.0.5,116.9,87.6
123600,UAV_05,RELAY,UAV,-1339218.3,5364537.8,3169802.2,10.0.0.6,29.9,87.6
123600,UAV_06,RELAY,UAV,-1335591.3,5364421.0,3171518.3,10.0.0.7,209.6,87.6
123600,UAV_07,CACHE,UAV,-1335545.3,5364243.8,3171835.4,10.0.0.8,216.4,87.6
123700,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
123700,UAV_01,RELAY,UAV,-1337583.9,5364527.8,3170503.8,10.0.0.2,72.1,87.6
123700,UAV_02,RELAY,UAV,-1337268.4,5364989.0,3169860.9,10.0.0.3,112.4,87.6
123700,UAV_03,RELAY,UAV,-1337080.7,5363901.5,3171767.3,10.0.0.4,257.9,87.6
123700,UAV_04,RELAY,UAV,-1336966.9,5365362.6,3169359.5,10.0.0.5,116.9,87.6
123700,UAV_05,RELAY,UAV,-1339218.9,5364537.0,3169803.3,10.0.0.6,29.9,87.6
123700,UAV_06,RELAY,UAV,-1335590.7,5364421.8,3171517.2,10.0.0.7,209.6,87.6
123700,UAV_07,CACHE,UAV,-1335544.5,5364244.6,3171834.3,10.0.0.8,216.4,87.6
123800,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
123800,UAV_01,RELAY,UAV,-1337585.2,5364527.3,3170504.2,10.0.0.2,70.7,87.6
123800,UAV_02,RELAY,UAV,-1337269.9,5364989.0,3169860.4,10.0.0.3,112.4,87.6
123800,UAV_03,RELAY,UAV,-1337079.3,5363902.0,3171767.0,10.0.0.4,257.9,87.6
123800,UAV_04,RELAY,UAV,-1336968.3,5365362.6,3169358.9,10.0.0.5,116.9,87.6
123800,UAV_05,RELAY,UAV,-1339219.5,5364536.2,3169804.5,10.0.0.6,29.9,87.6
123800,UAV_06,RELAY,UAV,-1335590.2,5364422.6,3171516.1,10.0.0.7,209.6,87.6
123800,UAV_07,CACHE,UAV,-1335543.8,5364245.4,3171833.3,10.0.0.8,216.4,87.6
123900,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
123900,UAV_01,RELAY,UAV,-1337586.5,5364526.7,3170504.7,10.0.0.2,70.7,87.6
123900,UAV_02,RELAY,UAV,-1337271.3,5364988.9,3169859.9,10.0.0.3,112.4,87.6
123900,UAV_03,RELAY,UAV,-1337078.0,5363902.5,3171766.8,10.0.0.4,257.9,87.6
123900,UAV_04,RELAY,UAV,-1336969.7,5365362.6,3169358.3,10.0.0.5,116.9,87.6
123900,UAV_05,RELAY,UAV,-1339220.0,5364535.4,3169805.6,10.0.0.6,29.9,87.6
123900,UAV_06,RELAY,UAV,-1335589.6,5364423.4,3171514.9,10.0.0.7,209.6,87.6
123900,UAV_07,CACHE,UAV,-1335543.1,5364246.2,3171832.2,10.0.0.8,216.4,87.6
124000,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
124000,UAV_01,RELAY,UAV,-1337587.8,5364526.1,3170505.1,10.0.0.2,69.3,87.6
124000,UAV_02,RELAY,UAV,-1337272.7,5364988.9,3169859.4,10.0.0.3,112.4,87.6
124000,UAV_03,RELAY,UAV,-1337076.6,5363903.0,3171766.5,10.0.0.4,257.9,87.6
124000,UAV_04,RELAY,UAV,-1336971.1,5365362.6,3169357.7,10.0.0.5,116.9,87.6
124000,UAV_05,RELAY,UAV,-1339220.6,5364534.6,3169806.7,10.0.0.6,29.9,87.6
124000,UAV_06,RELAY,UAV,-1335589.0,5364424.3,3171513.8,10.0.0.7,209.6,87.6
124000,UAV_07,CACHE,UAV,-1335542.4,5364247.0,3171831.2,10.0.0.8,216.4,87.6
124100,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
124100,UAV_01,RELAY,UAV,-1337589.1,5364525.5,3170505.6,10.0.0.2,69.3,87.6
124100,UAV_02,RELAY,UAV,-1337274.1,5364988.8,3169858.9,10.0.0.3,112.4,87.6
124100,UAV_03,RELAY,UAV,-1337075.2,5363903.5,3171766.2,10.0.0.4,257.9,87.6
124100,UAV_04,RELAY,UAV,-1336972.4,5365362.6,3169357.1,10.0.0.5,116.9,87.6
124100,UAV_05,RELAY,UAV,-1339221.2,5364533.8,3169807.9,10.0.0.6,29.9,87.6
124100,UAV_06,RELAY,UAV,-1335588.5,5364425.1,3171512.7,10.0.0.7,209.6,87.6
124100,UAV_07,CACHE,UAV,-1335541.7,5364247.8,3171830.2,10.0.0.8,216.4,87.6
124200,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
124200,UAV_01,RELAY,UAV,-1337590.4,5364524.9,3170506.0,10.0.0.2,67.9,87.6
124200,UAV_02,RELAY,UAV,-1337275.5,5364988.7,3169858.5,10.0.0.3,112.4,87.6
124200,UAV_03,RELAY,UAV,-1337073.8,5363904.0,3171765.9,10.0.0.4,257.9,87.6
124200,UAV_04,RELAY,UAV,-1336973.8,5365362.6,3169356.5,10.0.0.5,116.9,87.6
124200,UAV_05,RELAY,UAV,-1339221.7,5364532.9,3169809.0,10.0.0.6,29.9,87.6
124200,UAV_06,RELAY,UAV,-1335587.9,5364425.9,3171511.6,10.0.0.7,209.6,87.6
124200,UAV_07,CACHE,UAV,-1335540.9,5364248.6,3171829.1,10.0.0.8,216.4,87.6
124300,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
124300,UAV_01,RELAY,UAV,-1337591.7,5364524.3,3170506.5,10.0.0.2,67.9,87.6
124300,UAV_02,RELAY,UAV,-1337276.9,5364988.7,3169858.0,10.0.0.3,112.4,87.6
124300,UAV_03,RELAY,UAV,-1337072.4,5363904.5,3171765.7,10.0.0.4,257.9,87.6
124300,UAV_04,RELAY,UAV,-1336975.2,5365362.6,3169355.9,10.0.0.5,116.9,87.6
124300,UAV_05,RELAY,UAV,-1339222.3,5364532.1,3169810.1,10.0.0.6,29.9,87.6
124300,UAV_06,RELAY,UAV,-1335587.4,5364426.7,3171510.4,10.0.0.7,208.3,87.6
124300,UAV_07,CACHE,UAV,-1335540.2,5364249.4,3171828.1,10.0.0.8,216.4,87.6
124400,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
124400,UAV_01,RELAY,UAV,-1337593.0,5364523.7,3170507.0,10.0.0.2,67.9,87.6
124400,UAV_02,RELAY,UAV,-1337278.4,5364988.6,3169857.5,10.0.0.3,112.4,87.6
124400,UAV_03,RELAY,UAV,-1337071.0,5363905.1,3171765.4,10.0.0.4,257.9,87.6
124400,UAV_04,RELAY,UAV,-1336976.6,5365362.6,3169355.4,10.0.0.5,116.9,87.6
124400,UAV_05,RELAY,UAV,-1339222.9,5364531.3,3169811.2,10.0.0.6,29.9,87.6
124400,UAV_06,RELAY,UAV,-1335586.9,5364427.5,3171509.3,10.0.0.7,208.3,87.6
124400,UAV_07,CACHE,UAV,-1335539.5,5364250.2,3171827.0,10.0.0.8,216.4,87.6
124500,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
124500,UAV_01,RELAY,UAV,-1337594.3,5364523.1,3170507.5,10.0.0.2,66.5,87.5
124500,UAV_02,RELAY,UAV,-1337279.8,5364988.6,3169857.0,10.0.0.3,112.4,87.5
124500,UAV_03,RELAY,UAV,-1337069.6,5363905.6,3171765.1,10.0.0.4,257.9,87.5
124500,UAV_04,RELAY,UAV,-1336978.0,5365362.6,3169354.8,10.0.0.5,116.9,87.5
124500,UAV_05,RELAY,UAV,-1339223.4,5364530.5,3169812.4,10.0.0.6,29.9,87.5
124500,UAV_06,RELAY,UAV,-1335586.3,5364428.3,3171508.1,10.0.0.7,208.3,87.5
124500,UAV_07,CACHE,UAV,-1335538.8,5364251.0,3171826.0,10.0.0.8,216.4,87.5
124600,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
124600,UAV_01,RELAY,UAV,-1337595.5,5364522.4,3170508.0,10.0.0.2,66.5,87.5
124600,UAV_02,RELAY,UAV,-1337281.2,5364988.5,3169856.5,10.0.0.3,112.4,87.5
124600,UAV_03,RELAY,UAV,-1337068.3,5363906.1,3171764.8,10.0.0.4,257.9,87.5
124600,UAV_04,RELAY,UAV,-1336979.3,5365362.6,3169354.2,10.0.0.5,116.9,87.5
124600,UAV_05,RELAY,UAV,-1339224.0,5364529.7,3169813.5,10.0.0.6,29.9,87.5
124600,UAV_06,RELAY,UAV,-1335585.8,5364429.1,3171507.0,10.0.0.7,208.3,87.5
124600,UAV_07,CACHE,UAV,-1335538.1,5364251.8,3171824.9,10.0.0.8,216.4,87.5
124700,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
124700,UAV_01,RELAY,UAV,-1337596.8,5364521.8,3170508.6,10.0.0.2,65.2,87.5
124700,UAV_02,RELAY,UAV,-1337282.6,5364988.5,3169856.0,10.0.0.3,112.4,87.5
124700,UAV_03,RELAY,UAV,-1337066.9,5363906.6,3171764.6,10.0.0.4,257.9,87.5
124700,UAV_04,RELAY,UAV,-1336980.7,5365362.7,3169353.6,10.0.0.5,116.9,87.5
124700,UAV_05,RELAY,UAV,-1339224.6,5364528.9,3169814.6,10.0.0.6,29.9,87.5
124700,UAV_06,RELAY,UAV,-1335585.3,5364429.9,3171505.8,10.0.0.7,208.3,87.5
124700,UAV_07,CACHE,UAV,-1335537.4,5364252.6,3171823.9,10.0.0.8,216.4,87.5
124800,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
124800,UAV_01,RELAY,UAV,-1337598.0,5364521.2,3170509.1,10.0.0.2,65.2,87.5
124800,UAV_02,RELAY,UAV,-1337284.0,5364988.4,3169855.5,10.0.0.3,111.0,87.5
124800,UAV_03,RELAY,UAV,-1337065.5,5363907.1,3171764.3,10.0.0.4,257.9,87.5
124800,UAV_04,RELAY,UAV,-1336982.1,5365362.7,3169353.0,10.0.0.5,116.9,87.5
124800,UAV_05,RELAY,UAV,-1339225.1,5364528.1,3169815.7,10.0.0.6,29.9,87.5
124800,UAV_06,RELAY,UAV,-1335584.7,5364430.8,3171504.7,10.0.0.7,208.3,87.5
124800,UAV_07,CACHE,UAV,-1335536.6,5364253.4,3171822.8,10.0.0.8,216.4,87.5
124900,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
124900,UAV_01,RELAY,UAV,-1337599.3,5364520.5,3170509.6,10.0.0.2,65.2,87.5
124900,UAV_02,RELAY,UAV,-1337285.4,5364988.3,3169855.0,10.0.0.3,111.0,87.5
124900,UAV_03,RELAY,UAV,-1337064.1,5363907.6,3171764.0,10.0.0.4,257.9,87.5
124900,UAV_04,RELAY,UAV,-1336983.5,5365362.7,3169352.4,10.0.0.5,116.9,87.5
124900,UAV_05,RELAY,UAV,-1339225.7,5364527.3,3169816.9,10.0.0.6,29.9,87.5
124900,UAV_06,RELAY,UAV,-1335584.2,5364431.6,3171503.5,10.0.0.7,208.3,87.5
124900,UAV_07,CACHE,UAV,-1335535.9,5364254.2,3171821.8,10.0.0.8,216.4,87.5
125000,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
125000,UAV_01,RELAY,UAV,-1337600.5,5364519.9,3170510.2,10.0.0.2,63.8,87.5
125000,UAV_02,RELAY,UAV,-1337286.9,5364988.2,3169854.6,10.0.0.3,111.0,87.5
125000,UAV_03,RELAY,UAV,-1337062.7,5363908.1,3171763.8,10.0.0.4,257.9,87.5
125000,UAV_04,RELAY,UAV,-1336984.9,5365362.7,3169351.8,10.0.0.5,116.9,87.5
125000,UAV_05,RELAY,UAV,-1339226.3,5364526.4,3169818.0,10.0.0.6,29.9,87.5
125000,UAV_06,RELAY,UAV,-1335583.7,5364432.4,3171502.4,10.0.0.7,208.3,87.5
125000,UAV_07,CACHE,UAV,-1335535.2,5364255.0,3171820.7,10.0.0.8,216.4,87.5
125100,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
125100,UAV_01,RELAY,UAV,-1337601.7,5364519.3,3170510.8,10.0.0.2,63.8,87.5
125100,UAV_02,RELAY,UAV,-1337288.3,5364988.2,3169854.1,10.0.0.3,111.0,87.5
125100,UAV_03,RELAY,UAV,-1337061.3,5363908.6,3171763.5,10.0.0.4,257.9,87.5
125100,UAV_04,RELAY,UAV,-1336986.2,5365362.7,3169351.2,10.0.0.5,116.9,87.5
125100,UAV_05,RELAY,UAV,-1339226.8,5364525.6,3169819.1,10.0.0.6,29.9,87.5
125100,UAV_06,RELAY,UAV,-1335583.1,5364433.2,3171501.3,10.0.0.7,208.3,87.5
125100,UAV_07,CACHE,UAV,-1335534.5,5364255.8,3171819.7,10.0.0.8,216.4,87.5
125200,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
125200,UAV_01,RELAY,UAV,-1337603.0,5364518.6,3170511.4,10.0.0.2,62.4,87.5
125200,UAV_02,RELAY,UAV,-1337289.7,5364988.1,3169853.6,10.0.0.3,111.0,87.5
125200,UAV_03,RELAY,UAV,-1337060.0,5363909.1,3171763.2,10.0.0.4,257.9,87.5
125200,UAV_04,RELAY,UAV,-1336987.6,5365362.7,3169350.7,10.0.0.5,116.9,87.5
125200,UAV_05,RELAY,UAV,-1339227.4,5364524.8,3169820.2,10.0.0.6,29.9,87.5
125200,UAV_06,RELAY,UAV,-1335582.6,5364434.0,3171500.1,10.0.0.7,208.3,87.5
125200,UAV_07,CACHE,UAV,-1335533.8,5364256.6,3171818.7,10.0.0.8,216.4,87.5
125300,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
125300,UAV_01,RELAY,UAV,-1337604.2,5364517.9,3170512.0,10.0.0.2,62.4,87.5
125300,UAV_02,RELAY,UAV,-1337291.1,5364988.0,3169853.2,10.0.0.3,111.0,87.5
125300,UAV_03,RELAY,UAV,-1337058.6,5363909.6,3171762.9,10.0.0.4,256.5,87.5
125300,UAV_04,RELAY,UAV,-1336989.0,5365362.7,3169350.1,10.0.0.5,116.9,87.5
125300,UAV_05,RELAY,UAV,-1339228.0,5364524.0,3169821.4,10.0.0.6,29.9,87.5
125300,UAV_06,RELAY,UAV,-1335582.1,5364434.8,3171499.0,10.0.0.7,208.3,87.5
125300,UAV_07,CACHE,UAV,-1335533.0,5364257.4,3171817.6,10.0.0.8,216.4,87.5
125400,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
125400,UAV_01,RELAY,UAV,-1337605.4,5364517.3,3170512.6,10.0.0.2,62.4,87.5
125400,UAV_02,RELAY,UAV,-1337292.6,5364987.9,3169852.7,10.0.0.3,111.0,87.5
125400,UAV_03,RELAY,UAV,-1337057.2,5363910.2,3171762.6,10.0.0.4,256.5,87.5
125400,UAV_04,RELAY,UAV,-1336990.4,5365362.7,3169349.5,10.0.0.5,116.9,87.5
125400,UAV_05,RELAY,UAV,-1339228.5,5364523.2,3169822.5,10.0.0.6,29.9,87.5
125400,UAV_06,RELAY,UAV,-1335581.6,5364435.6,3171497.8,10.0.0.7,208.3,87.5
125400,UAV_07,CACHE,UAV,-1335532.3,5364258.2,3171816.6,10.0.0.8,216.4,87.5
125500,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
125500,UAV_01,RELAY,UAV,-1337606.6,5364516.6,3170513.2,10.0.0.2,61.0,87.5
125500,UAV_02,RELAY,UAV,-1337294.0,5364987.8,3169852.2,10.0.0.3,111.0,87.5
125500,UAV_03,RELAY,UAV,-1337055.8,5363910.7,3171762.3,10.0.0.4,256.5,87.5
125500,UAV_04,RELAY,UAV,-1336991.8,5365362.7,3169348.9,10.0.0.5,116.9,87.5
125500,UAV_05,RELAY,UAV,-1339229.1,5364522.4,3169823.6,10.0.0.6,29.9,87.5
125500,UAV_06,RELAY,UAV,-1335581.0,5364436.4,3171496.7,10.0.0.7,208.3,87.5
125500,UAV_07,CACHE,UAV,-1335531.6,5364259.0,3171815.5,10.0.0.8,216.4,87.5
125600,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
125600,UAV_01,RELAY,UAV,-1337607.8,5364516.0,3170513.8,10.0.0.2,61.0,87.4
125600,UAV_02,RELAY,UAV,-1337295.4,5364987.8,3169851.8,10.0.0.3,111.0,87.4
125600,UAV_03,RELAY,UAV,-1337054.5,5363911.2,3171762.0,10.0.0.4,256.5,87.4
125600,UAV_04,RELAY,UAV,-1336993.2,5365362.7,3169348.3,10.0.0.5,115.5,87.4
125600,UAV_05,RELAY,UAV,-1339229.7,5364521.6,3169824.7,10.0.0.6,29.9,87.4
125600,UAV_06,RELAY,UAV,-1335580.5,5364437.3,3171495.5,10.0.0.7,208.3,87.4
125600,UAV_07,CACHE,UAV,-1335530.9,5364259.8,3171814.5,10.0.0.8,216.4,87.4
125700,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
125700,UAV_01,RELAY,UAV,-1337608.9,5364515.3,3170514.5,10.0.0.2,59.7,87.4
125700,UAV_02,RELAY,UAV,-1337296.8,5364987.7,3169851.3,10.0.0.3,111.0,87.4
125700,UAV_03,RELAY,UAV,-1337053.1,5363911.7,3171761.7,10.0.0.4,256.5,87.4
125700,UAV_04,RELAY,UAV,-1336994.5,5365362.7,3169347.8,10.0.0.5,115.5,87.4
125700,UAV_05,RELAY,UAV,-1339230.2,5364520.8,3169825.9,10.0.0.6,29.9,87.4
125700,UAV_06,RELAY,UAV,-1335580.0,5364438.1,3171494.4,10.0.0.7,208.3,87.4
125700,UAV_07,CACHE,UAV,-1335530.2,5364260.6,3171813.4,10.0.0.8,216.4,87.4
125800,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
125800,UAV_01,RELAY,UAV,-1337610.1,5364514.6,3170515.1,10.0.0.2,59.7,87.4
125800,UAV_02,RELAY,UAV,-1337298.3,5364987.6,3169850.8,10.0.0.3,111.0,87.4
125800,UAV_03,RELAY,UAV,-1337051.7,5363912.2,3171761.4,10.0.0.4,256.5,87.4
125800,UAV_04,RELAY,UAV,-1336995.9,5365362.7,3169347.2,10.0.0.5,115.5,87.4
125800,UAV_05,RELAY,UAV,-1339230.8,5364520.0,3169827.0,10.0.0.6,29.9,87.4
125800,UAV_06,RELAY,UAV,-1335579.4,5364438.9,3171493.3,10.0.0.7,208.3,87.4
125800,UAV_07,CACHE,UAV,-1335529.5,5364261.4,3171812.4,10.0.0.8,216.4,87.4
